time_sec,throttle,altitude,rpm,cht,egt,egt_1,egt_2,egt_3,egt_4,oil_pressure,oil_temp,fuel_flow,battery_voltage,vibration_index,engine_load,injection_timing
2123.0,0.49,10000.0,2846.21,155.12,661.48,661.48,661.48,661.48,661.48,61.62,89.97,17.82,13.48,0.5155,0.255,28.14
2124.0,0.49,10000.0,2844.6,155.08,661.31,661.31,661.31,661.31,661.31,61.6,89.95,17.81,13.48,0.5155,0.2546,28.14
2125.0,0.49,10000.0,2842.98,155.05,661.13,661.13,661.13,661.13,661.13,61.58,89.94,17.8,13.48,0.5155,0.2543,28.14
2126.0,0.49,10000.0,2841.37,155.01,660.96,660.96,660.96,660.96,660.96,61.57,89.92,17.8,13.48,0.5155,0.254,28.13
2127.0,0.49,10000.0,2839.76,154.98,660.79,660.79,660.79,660.79,660.79,61.55,89.9,17.79,13.48,0.5155,0.2537,28.13
2128.0,0.49,10000.0,2838.14,154.94,660.62,660.62,660.62,660.62,660.62,61.53,89.89,17.78,13.47,0.5155,0.2534,28.13
2129.0,0.49,10000.0,2836.53,154.91,660.44,660.44,660.44,660.44,660.44,61.51,89.87,17.77,13.47,0.5155,0.2531,28.13
2130.0,0.49,10000.0,2834.92,154.88,660.27,660.27,660.27,660.27,660.27,61.49,89.85,17.76,13.47,0.5155,0.2527,28.12
2131.0,0.49,10000.0,2833.3,154.84,660.1,660.1,660.1,660.1,660.1,61.47,89.83,17.75,13.47,0.5155,0.2524,28.12
2132.0,0.49,10000.0,2831.69,154.81,659.93,659.93,659.93,659.93,659.93,61.45,89.82,17.75,13.47,0.5154,0.2521,28.12
2133.0,0.49,10000.0,2830.08,154.77,659.75,659.75,659.75,659.75,659.75,61.43,89.8,17.74,13.47,0.5154,0.2518,28.12
2134.0,0.49,10000.0,2828.46,154.74,659.58,659.58,659.58,659.58,659.58,61.41,89.78,17.73,13.47,0.5154,0.2515,28.11
2135.0,0.49,10000.0,2826.85,154.7,659.41,659.41,659.41,659.41,659.41,61.39,89.77,17.72,13.47,0.5154,0.2512,28.11
2136.0,0.49,10000.0,2825.24,154.67,659.23,659.23,659.23,659.23,659.23,61.37,89.75,17.71,13.47,0.5154,0.2508,28.11
2137.0,0.49,10000.0,2823.62,154.64,659.06,659.06,659.06,659.06,659.06,61.35,89.73,17.7,13.47,0.5154,0.2505,28.11
2138.0,0.49,10000.0,2822.01,154.6,658.89,658.89,658.89,658.89,658.89,61.33,89.71,17.7,13.47,0.5154,0.2502,28.1
2139.0,0.49,10000.0,2820.4,154.57,658.71,658.71,658.71,658.71,658.71,61.31,89.7,17.69,13.46,0.5154,0.2499,28.1
2140.0,0.49,10000.0,2818.78,154.53,658.54,658.54,658.54,658.54,658.54,61.29,89.68,17.68,13.46,0.5154,0.2496,28.1
2141.0,0.49,10000.0,2817.17,154.5,658.37,658.37,658.37,658.37,658.37,61.28,89.66,17.67,13.46,0.5154,0.2493,28.1
2142.0,0.49,10000.0,2815.56,154.47,658.19,658.19,658.19,658.19,658.19,61.26,89.65,17.66,13.46,0.5154,0.249,28.1
2143.0,0.49,10000.0,2813.94,154.43,658.02,658.02,658.02,658.02,658.02,61.24,89.63,17.65,13.46,0.5153,0.2487,28.09
2144.0,0.49,10000.0,2812.33,154.4,657.85,657.85,657.85,657.85,657.85,61.22,89.61,17.65,13.46,0.5153,0.2483,28.09
2145.0,0.49,10000.0,2810.72,154.36,657.67,657.67,657.67,657.67,657.67,61.2,89.6,17.64,13.46,0.5153,0.248,28.09
2146.0,0.48,10000.0,2809.1,154.33,657.5,657.5,657.5,657.5,657.5,61.18,89.58,17.63,13.46,0.5153,0.2477,28.09
2147.0,0.48,10000.0,2807.49,154.3,657.33,657.33,657.33,657.33,657.33,61.16,89.56,17.62,13.46,0.5153,0.2474,28.08
2148.0,0.48,10000.0,2805.88,154.26,657.15,657.15,657.15,657.15,657.15,61.14,89.55,17.61,13.46,0.5153,0.2471,28.08
2149.0,0.48,10000.0,2804.26,154.23,656.98,656.98,656.98,656.98,656.98,61.12,89.53,17.6,13.46,0.5153,0.2468,28.08
2150.0,0.48,10000.0,2802.65,154.19,656.81,656.81,656.81,656.81,656.81,61.1,89.51,17.6,13.45,0.5153,0.2465,28.08
2151.0,0.48,10000.0,2801.04,154.16,656.63,656.63,656.63,656.63,656.63,61.08,89.49,17.59,13.45,0.5153,0.2462,28.07
2152.0,0.48,10000.0,2799.42,154.13,656.46,656.46,656.46,656.46,656.46,61.06,89.48,17.58,13.45,0.5153,0.2458,28.07
2153.0,0.48,10000.0,2797.81,154.09,656.29,656.29,656.29,656.29,656.29,61.04,89.46,17.57,13.45,0.5153,0.2455,28.07
2154.0,0.48,10000.0,2796.2,154.06,656.11,656.11,656.11,656.11,656.11,61.02,89.44,17.56,13.45,0.5153,0.2452,28.07
2155.0,0.48,10000.0,2794.58,154.03,655.94,655.94,655.94,655.94,655.94,61.0,89.43,17.55,13.45,0.5152,0.2449,28.06
2156.0,0.48,10000.0,2792.97,153.99,655.77,655.77,655.77,655.77,655.77,60.99,89.41,17.55,13.45,0.5152,0.2446,28.06
2157.0,0.48,10000.0,2791.36,153.96,655.6,655.6,655.6,655.6,655.6,60.97,89.39,17.54,13.45,0.5152,0.2443,28.06
2158.0,0.48,10000.0,2789.74,153.93,655.42,655.42,655.42,655.42,655.42,60.95,89.38,17.53,13.45,0.5152,0.244,28.06
2159.0,0.48,10000.0,2788.13,153.89,655.25,655.25,655.25,655.25,655.25,60.93,89.36,17.52,13.45,0.5152,0.2437,28.06
2160.0,0.48,10000.0,2786.52,153.86,655.08,655.08,655.08,655.08,655.08,60.91,89.34,17.51,13.45,0.5152,0.2434,28.05
2161.0,0.48,10000.0,2784.9,153.82,654.9,654.9,654.9,654.9,654.9,60.89,89.33,17.5,13.44,0.5152,0.243,28.05
2162.0,0.48,10000.0,2783.29,153.79,654.73,654.73,654.73,654.73,654.73,60.87,89.31,17.5,13.44,0.5152,0.2427,28.05
2163.0,0.48,10000.0,2781.68,153.76,654.56,654.56,654.56,654.56,654.56,60.85,89.29,17.49,13.44,0.5152,0.2424,28.05
2164.0,0.48,10000.0,2780.06,153.72,654.38,654.38,654.38,654.38,654.38,60.83,89.28,17.48,13.44,0.5152,0.2421,28.04
2165.0,0.48,10000.0,2778.45,153.69,654.21,654.21,654.21,654.21,654.21,60.81,89.26,17.47,13.44,0.5152,0.2418,28.04
2166.0,0.48,10000.0,2776.84,153.66,654.04,654.04,654.04,654.04,654.04,60.79,89.24,17.46,13.44,0.5151,0.2415,28.04
2167.0,0.48,10000.0,2775.22,153.62,653.86,653.86,653.86,653.86,653.86,60.77,89.23,17.45,13.44,0.5151,0.2412,28.04
2168.0,0.48,10000.0,2773.61,153.59,653.69,653.69,653.69,653.69,653.69,60.75,89.21,17.45,13.44,0.5151,0.2409,28.03
2169.0,0.48,10000.0,2772.0,153.56,653.52,653.52,653.52,653.52,653.52,60.73,89.19,17.44,13.44,0.5151,0.2406,28.03
2170.0,0.48,10000.0,2770.38,153.52,653.34,653.34,653.34,653.34,653.34,60.71,89.18,17.43,13.44,0.5151,0.2403,28.03
2171.0,0.48,10000.0,2768.77,153.49,653.17,653.17,653.17,653.17,653.17,60.7,89.16,17.42,13.43,0.5151,0.24,28.03
2172.0,0.48,10000.0,2767.16,153.45,653.0,653.0,653.0,653.0,653.0,60.68,89.14,17.41,13.43,0.5151,0.2397,28.02
2173.0,0.48,10000.0,2765.54,153.42,652.82,652.82,652.82,652.82,652.82,60.66,89.13,17.4,13.43,0.5151,0.2393,28.02
2174.0,0.48,10000.0,2763.93,153.39,652.65,652.65,652.65,652.65,652.65,60.64,89.11,17.4,13.43,0.5151,0.239,28.02
2175.0,0.48,10000.0,2762.32,153.35,652.48,652.48,652.48,652.48,652.48,60.62,89.09,17.39,13.43,0.5151,0.2387,28.02
2176.0,0.47,10000.0,2760.7,153.32,652.3,652.3,652.3,652.3,652.3,60.6,89.08,17.38,13.43,0.5151,0.2384,28.02
2177.0,0.47,10000.0,2759.09,153.29,652.13,652.13,652.13,652.13,652.13,60.58,89.06,17.37,13.43,0.515,0.2381,28.01
2178.0,0.47,10000.0,2757.48,153.25,651.96,651.96,651.96,651.96,651.96,60.56,89.04,17.36,13.43,0.515,0.2378,28.01
2179.0,0.47,10000.0,2755.86,153.22,651.78,651.78,651.78,651.78,651.78,60.54,89.03,17.35,13.43,0.515,0.2375,28.01
2180.0,0.47,10000.0,2754.25,153.19,651.61,651.61,651.61,651.61,651.61,60.52,89.01,17.35,13.43,0.515,0.2372,28.01
2181.0,0.47,10000.0,2752.64,153.15,651.44,651.44,651.44,651.44,651.44,60.5,88.99,17.34,13.43,0.515,0.2369,28.0
2182.0,0.47,10000.0,2751.02,153.12,651.26,651.26,651.26,651.26,651.26,60.48,88.98,17.33,13.42,0.515,0.2366,28.0
2183.0,0.47,10000.0,2749.41,153.09,651.09,651.09,651.09,651.09,651.09,60.46,88.96,17.32,13.42,0.515,0.2363,28.0
2184.0,0.47,10000.0,2747.8,153.05,650.92,650.92,650.92,650.92,650.92,60.44,88.94,17.31,13.42,0.515,0.236,28.0
2185.0,0.47,10000.0,2746.18,153.02,650.74,650.74,650.74,650.74,650.74,60.42,88.93,17.3,13.42,0.515,0.2357,27.99
2186.0,0.47,10000.0,2744.57,152.99,650.57,650.57,650.57,650.57,650.57,60.41,88.91,17.3,13.42,0.515,0.2354,27.99
2187.0,0.47,10000.0,2742.96,152.95,650.4,650.4,650.4,650.4,650.4,60.39,88.89,17.29,13.42,0.515,0.2351,27.99
2188.0,0.47,10000.0,2741.34,152.92,650.22,650.22,650.22,650.22,650.22,60.37,88.88,17.28,13.42,0.515,0.2348,27.99
2189.0,0.47,10000.0,2739.73,152.89,650.05,650.05,650.05,650.05,650.05,60.35,88.86,17.27,13.42,0.5149,0.2345,27.99
2190.0,0.47,10000.0,2738.12,152.85,649.88,649.88,649.88,649.88,649.88,60.33,88.84,17.26,13.42,0.5149,0.2342,27.98
2191.0,0.47,10000.0,2736.5,152.82,649.7,649.7,649.7,649.7,649.7,60.31,88.83,17.25,13.42,0.5149,0.2338,27.98
2192.0,0.47,10000.0,2734.89,152.79,649.53,649.53,649.53,649.53,649.53,60.29,88.81,17.25,13.42,0.5149,0.2335,27.98
2193.0,0.47,10000.0,2733.28,152.75,649.36,649.36,649.36,649.36,649.36,60.27,88.79,17.24,13.41,0.5149,0.2332,27.98
2194.0,0.47,10000.0,2731.66,152.72,649.18,649.18,649.18,649.18,649.18,60.25,88.78,17.23,13.41,0.5149,0.2329,27.97
2195.0,0.47,10000.0,2730.05,152.69,649.01,649.01,649.01,649.01,649.01,60.23,88.76,17.22,13.41,0.5149,0.2326,27.97
2196.0,0.47,10000.0,2728.44,152.65,648.84,648.84,648.84,648.84,648.84,60.21,88.74,17.21,13.41,0.5149,0.2323,27.97
2197.0,0.47,10000.0,2726.82,152.62,648.66,648.66,648.66,648.66,648.66,60.19,88.73,17.2,13.41,0.5149,0.232,27.97
2198.0,0.47,10000.0,2725.21,152.59,648.49,648.49,648.49,648.49,648.49,60.17,88.71,17.2,13.41,0.5149,0.2317,27.96
2199.0,0.47,10000.0,2723.6,152.55,648.32,648.32,648.32,648.32,648.32,60.15,88.69,17.19,13.41,0.5149,0.2314,27.96
2200.0,0.47,10000.0,2721.98,152.52,648.14,648.14,648.14,648.14,648.14,60.13,88.68,17.18,13.41,0.5148,0.2311,27.96
2201.0,0.47,10000.0,2720.37,152.48,647.97,647.97,647.97,647.97,647.97,60.12,88.66,17.17,13.41,0.5148,0.2308,27.96
2202.0,0.47,10000.0,2718.76,152.45,647.8,647.8,647.8,647.8,647.8,60.1,88.64,17.16,13.41,0.5148,0.2305,27.95
2203.0,0.47,10000.0,2717.14,152.42,647.62,647.62,647.62,647.62,647.62,60.08,88.63,17.15,13.4,0.5148,0.2302,27.95
2204.0,0.47,10000.0,2715.53,152.38,647.45,647.45,647.45,647.45,647.45,60.06,88.61,17.15,13.4,0.5148,0.2299,27.95
2205.0,0.47,10000.0,2713.92,152.35,647.28,647.28,647.28,647.28,647.28,60.04,88.59,17.14,13.4,0.5148,0.2296,27.95
2206.0,0.46,10000.0,2712.3,152.32,647.1,647.1,647.1,647.1,647.1,60.02,88.58,17.13,13.4,0.5148,0.2293,27.95
2207.0,0.46,10000.0,2710.69,152.28,646.93,646.93,646.93,646.93,646.93,60.0,88.56,17.12,13.4,0.5148,0.229,27.94
2208.0,0.46,10000.0,2709.08,152.25,646.76,646.76,646.76,646.76,646.76,59.98,88.54,17.11,13.4,0.5148,0.2287,27.94
2209.0,0.46,10000.0,2707.46,152.22,646.58,646.58,646.58,646.58,646.58,59.96,88.53,17.1,13.4,0.5148,0.2284,27.94
2210.0,0.46,10000.0,2705.85,152.18,646.41,646.41,646.41,646.41,646.41,59.94,88.51,17.1,13.4,0.5148,0.2281,27.94
2211.0,0.46,10000.0,2704.24,152.15,646.24,646.24,646.24,646.24,646.24,59.92,88.49,17.09,13.4,0.5148,0.2278,27.93
2212.0,0.46,10000.0,2702.62,152.12,646.06,646.06,646.06,646.06,646.06,59.9,88.48,17.08,13.4,0.5147,0.2275,27.93
2213.0,0.46,10000.0,2701.01,152.08,645.89,645.89,645.89,645.89,645.89,59.88,88.46,17.07,13.4,0.5147,0.2272,27.93
2214.0,0.46,10000.0,2699.4,152.05,645.72,645.72,645.72,645.72,645.72,59.86,88.44,17.06,13.39,0.5147,0.2269,27.93
2215.0,0.46,10000.0,2697.78,152.02,645.54,645.54,645.54,645.54,645.54,59.84,88.43,17.05,13.39,0.5147,0.2266,27.92
2216.0,0.46,10000.0,2696.17,151.98,645.37,645.37,645.37,645.37,645.37,59.83,88.41,17.05,13.39,0.5147,0.2263,27.92
2217.0,0.46,10000.0,2694.56,151.95,645.2,645.2,645.2,645.2,645.2,59.81,88.39,17.04,13.39,0.5147,0.226,27.92
2218.0,0.46,10000.0,2692.94,151.92,645.02,645.02,645.02,645.02,645.02,59.79,88.38,17.03,13.39,0.5147,0.2257,27.92
2219.0,0.46,10000.0,2691.33,151.88,644.85,644.85,644.85,644.85,644.85,59.77,88.36,17.02,13.39,0.5147,0.2254,27.91
2220.0,0.46,10000.0,2689.72,151.85,644.68,644.68,644.68,644.68,644.68,59.75,88.34,17.01,13.39,0.5147,0.2251,27.91
2221.0,0.46,10000.0,2688.1,151.82,644.5,644.5,644.5,644.5,644.5,59.73,88.33,17.0,13.39,0.5147,0.2248,27.91
2222.0,0.46,10000.0,2686.49,151.78,644.33,644.33,644.33,644.33,644.33,59.71,88.31,17.0,13.39,0.5147,0.2245,27.91
2223.0,0.46,10000.0,2684.88,151.75,644.16,644.16,644.16,644.16,644.16,59.69,88.29,16.99,13.39,0.5146,0.2242,27.91
2224.0,0.46,10000.0,2683.26,151.72,643.98,643.98,643.98,643.98,643.98,59.67,88.28,16.98,13.39,0.5146,0.2239,27.9
2225.0,0.46,10000.0,2681.65,151.68,643.81,643.81,643.81,643.81,643.81,59.65,88.26,16.97,13.38,0.5146,0.2236,27.9
2226.0,0.46,10000.0,2680.04,151.65,643.64,643.64,643.64,643.64,643.64,59.63,88.24,16.96,13.38,0.5146,0.2233,27.9
2227.0,0.46,10000.0,2678.42,151.62,643.46,643.46,643.46,643.46,643.46,59.61,88.23,16.95,13.38,0.5146,0.223,27.9
2228.0,0.46,10000.0,2676.81,151.58,643.29,643.29,643.29,643.29,643.29,59.59,88.21,16.95,13.38,0.5146,0.2227,27.89
2229.0,0.46,10000.0,2675.2,151.55,643.12,643.12,643.12,643.12,643.12,59.57,88.19,16.94,13.38,0.5146,0.2224,27.89
2230.0,0.46,10000.0,2673.58,151.52,642.94,642.94,642.94,642.94,642.94,59.55,88.18,16.93,13.38,0.5146,0.2222,27.89
2231.0,0.46,10000.0,2671.97,151.48,642.77,642.77,642.77,642.77,642.77,59.54,88.16,16.92,13.38,0.5146,0.2219,27.89
2232.0,0.46,10000.0,2670.36,151.45,642.6,642.6,642.6,642.6,642.6,59.52,88.14,16.91,13.38,0.5146,0.2216,27.88
2233.0,0.46,10000.0,2668.74,151.42,642.42,642.42,642.42,642.42,642.42,59.5,88.13,16.9,13.38,0.5146,0.2213,27.88
2234.0,0.46,10000.0,2667.13,151.38,642.25,642.25,642.25,642.25,642.25,59.48,88.11,16.9,13.38,0.5145,0.221,27.88
2235.0,0.46,10000.0,2665.52,151.35,642.08,642.08,642.08,642.08,642.08,59.46,88.09,16.89,13.38,0.5145,0.2207,27.88
2236.0,0.46,10000.0,2663.9,151.32,641.9,641.9,641.9,641.9,641.9,59.44,88.08,16.88,13.37,0.5145,0.2204,27.87
2237.0,0.45,10000.0,2662.29,151.28,641.73,641.73,641.73,641.73,641.73,59.42,88.06,16.87,13.37,0.5145,0.2201,27.87
2238.0,0.45,10000.0,2660.68,151.25,641.56,641.56,641.56,641.56,641.56,59.4,88.04,16.86,13.37,0.5145,0.2198,27.87
2239.0,0.45,10000.0,2659.06,151.22,641.38,641.38,641.38,641.38,641.38,59.38,88.03,16.85,13.37,0.5145,0.2195,27.87
2240.0,0.45,10000.0,2657.45,151.18,641.21,641.21,641.21,641.21,641.21,59.36,88.01,16.85,13.37,0.5145,0.2192,27.87
2241.0,0.45,10000.0,2655.84,151.15,641.04,641.04,641.04,641.04,641.04,59.34,87.99,16.84,13.37,0.5145,0.2189,27.86
2242.0,0.45,10000.0,2654.22,151.12,640.86,640.86,640.86,640.86,640.86,59.32,87.98,16.83,13.37,0.5145,0.2186,27.86
2243.0,0.45,10000.0,2652.61,151.08,640.69,640.69,640.69,640.69,640.69,59.3,87.96,16.82,13.37,0.5145,0.2183,27.86
2244.0,0.45,10000.0,2651.0,151.05,640.52,640.52,640.52,640.52,640.52,59.28,87.94,16.81,13.37,0.5145,0.218,27.86
2245.0,0.45,10000.0,2649.38,151.02,640.34,640.34,640.34,640.34,640.34,59.26,87.93,16.8,13.37,0.5145,0.2177,27.85
2246.0,0.45,10000.0,2647.77,150.98,640.17,640.17,640.17,640.17,640.17,59.25,87.91,16.8,13.36,0.5144,0.2174,27.85
2247.0,0.45,10000.0,2646.16,150.95,640.0,640.0,640.0,640.0,640.0,59.23,87.89,16.79,13.36,0.5144,0.2171,27.85
2248.0,0.45,10000.0,2644.54,150.92,639.82,639.82,639.82,639.82,639.82,59.21,87.88,16.78,13.36,0.5144,0.2169,27.85
2249.0,0.45,10000.0,2642.93,150.88,639.65,639.65,639.65,639.65,639.65,59.19,87.86,16.77,13.36,0.5144,0.2166,27.84
2250.0,0.45,10000.0,2641.32,150.85,639.48,639.48,639.48,639.48,639.48,59.17,87.84,16.76,13.36,0.5144,0.2163,27.84
2251.0,0.45,10000.0,2639.7,150.82,639.3,639.3,639.3,639.3,639.3,59.15,87.83,16.75,13.36,0.5144,0.216,27.84
2252.0,0.45,10000.0,2638.09,150.78,639.13,639.13,639.13,639.13,639.13,59.13,87.81,16.75,13.36,0.5144,0.2157,27.84
2253.0,0.45,10000.0,2636.48,150.75,638.96,638.96,638.96,638.96,638.96,59.11,87.79,16.74,13.36,0.5144,0.2154,27.83
2254.0,0.45,10000.0,2634.86,150.72,638.78,638.78,638.78,638.78,638.78,59.09,87.78,16.73,13.36,0.5144,0.2151,27.83
2255.0,0.45,10000.0,2633.25,150.68,638.61,638.61,638.61,638.61,638.61,59.07,87.76,16.72,13.36,0.5144,0.2148,27.83
2256.0,0.45,10000.0,2631.64,150.65,638.44,638.44,638.44,638.44,638.44,59.05,87.74,16.71,13.36,0.5144,0.2145,27.83
2257.0,0.45,10000.0,2630.02,150.62,638.26,638.26,638.26,638.26,638.26,59.03,87.73,16.7,13.35,0.5143,0.2142,27.83
2258.0,0.45,10000.0,2628.41,150.58,638.09,638.09,638.09,638.09,638.09,59.01,87.71,16.7,13.35,0.5143,0.2139,27.82
2259.0,0.45,10000.0,2626.8,150.55,637.92,637.92,637.92,637.92,637.92,58.99,87.69,16.69,13.35,0.5143,0.2136,27.82
2260.0,0.45,10000.0,2625.18,150.52,637.74,637.74,637.74,637.74,637.74,58.97,87.68,16.68,13.35,0.5143,0.2134,27.82
2261.0,0.45,10000.0,2623.57,150.48,637.57,637.57,637.57,637.57,637.57,58.96,87.66,16.67,13.35,0.5143,0.2131,27.82
2262.0,0.45,10000.0,2621.96,150.45,637.4,637.4,637.4,637.4,637.4,58.94,87.64,16.66,13.35,0.5143,0.2128,27.81
2263.0,0.45,10000.0,2620.34,150.42,637.22,637.22,637.22,637.22,637.22,58.92,87.63,16.65,13.35,0.5143,0.2125,27.81
2264.0,0.45,10000.0,2618.73,150.38,637.05,637.05,637.05,637.05,637.05,58.9,87.61,16.65,13.35,0.5143,0.2122,27.81
2265.0,0.45,10000.0,2617.12,150.35,636.88,636.88,636.88,636.88,636.88,58.88,87.59,16.64,13.35,0.5143,0.2119,27.81
2266.0,0.45,10000.0,2615.5,150.32,636.7,636.7,636.7,636.7,636.7,58.86,87.58,16.63,13.35,0.5143,0.2116,27.8
2267.0,0.44,10000.0,2613.89,150.28,636.53,636.53,636.53,636.53,636.53,58.84,87.56,16.62,13.35,0.5143,0.2113,27.8
2268.0,0.44,10000.0,2612.28,150.25,636.36,636.36,636.36,636.36,636.36,58.82,87.54,16.61,13.34,0.5142,0.211,27.8
2269.0,0.44,10000.0,2610.66,150.22,636.18,636.18,636.18,636.18,636.18,58.8,87.53,16.6,13.34,0.5142,0.2108,27.8
2270.0,0.44,10000.0,2609.05,150.18,636.01,636.01,636.01,636.01,636.01,58.78,87.51,16.6,13.34,0.5142,0.2105,27.79
2271.0,0.44,10000.0,2607.44,150.15,635.84,635.84,635.84,635.84,635.84,58.76,87.49,16.59,13.34,0.5142,0.2102,27.79
2272.0,0.44,10000.0,2605.82,150.12,635.66,635.66,635.66,635.66,635.66,58.74,87.48,16.58,13.34,0.5142,0.2099,27.79
2273.0,0.44,10000.0,2604.21,150.08,635.49,635.49,635.49,635.49,635.49,58.72,87.46,16.57,13.34,0.5142,0.2096,27.79
2274.0,0.44,10000.0,2602.6,150.05,635.32,635.32,635.32,635.32,635.32,58.7,87.44,16.56,13.34,0.5142,0.2093,27.79
2275.0,0.44,10000.0,2600.98,150.02,635.14,635.14,635.14,635.14,635.14,58.68,87.43,16.55,13.34,0.5142,0.209,27.78
2276.0,0.44,10000.0,2599.37,149.98,634.97,634.97,634.97,634.97,634.97,58.67,87.41,16.55,13.34,0.5142,0.2087,27.78
2277.0,0.44,10000.0,2597.76,149.95,634.8,634.8,634.8,634.8,634.8,58.65,87.39,16.54,13.34,0.5142,0.2085,27.78
2278.0,0.44,10000.0,2596.14,149.92,634.62,634.62,634.62,634.62,634.62,58.63,87.38,16.53,13.33,0.5142,0.2082,27.78
2279.0,0.44,10000.0,2594.53,149.88,634.45,634.45,634.45,634.45,634.45,58.61,87.36,16.52,13.33,0.5142,0.2079,27.77
2280.0,0.44,10000.0,2592.92,149.85,634.28,634.28,634.28,634.28,634.28,58.59,87.34,16.51,13.33,0.5141,0.2076,27.77
2281.0,0.44,10000.0,2591.3,149.82,634.1,634.1,634.1,634.1,634.1,58.57,87.33,16.5,13.33,0.5141,0.2073,27.77
2282.0,0.44,10000.0,2589.69,149.78,633.93,633.93,633.93,633.93,633.93,58.55,87.31,16.5,13.33,0.5141,0.207,27.77
2283.0,0.44,10000.0,2588.08,149.75,633.76,633.76,633.76,633.76,633.76,58.53,87.29,16.49,13.33,0.5141,0.2067,27.76
2284.0,0.44,10000.0,2586.46,149.72,633.58,633.58,633.58,633.58,633.58,58.51,87.28,16.48,13.33,0.5141,0.2064,27.76
2285.0,0.44,10000.0,2584.85,149.68,633.41,633.41,633.41,633.41,633.41,58.49,87.26,16.47,13.33,0.5141,0.2062,27.76
2286.0,0.44,10000.0,2583.24,149.65,633.24,633.24,633.24,633.24,633.24,58.47,87.24,16.46,13.33,0.5141,0.2059,27.76
2287.0,0.44,10000.0,2581.62,149.62,633.06,633.06,633.06,633.06,633.06,58.45,87.23,16.45,13.33,0.5141,0.2056,27.76
2288.0,0.44,10000.0,2580.01,149.58,632.89,632.89,632.89,632.89,632.89,58.43,87.21,16.45,13.33,0.5141,0.2053,27.75
2289.0,0.44,10000.0,2578.4,149.55,632.72,632.72,632.72,632.72,632.72,58.41,87.19,16.44,13.32,0.5141,0.205,27.75
2290.0,0.44,10000.0,2576.78,149.52,632.54,632.54,632.54,632.54,632.54,58.39,87.18,16.43,13.32,0.5141,0.2047,27.75
2291.0,0.44,10000.0,2575.17,149.48,632.37,632.37,632.37,632.37,632.37,58.38,87.16,16.42,13.32,0.514,0.2045,27.75
2292.0,0.44,10000.0,2573.56,149.45,632.2,632.2,632.2,632.2,632.2,58.36,87.14,16.41,13.32,0.514,0.2042,27.74
2293.0,0.44,10000.0,2571.94,149.42,632.02,632.02,632.02,632.02,632.02,58.34,87.13,16.4,13.32,0.514,0.2039,27.74
2294.0,0.44,10000.0,2570.33,149.38,631.85,631.85,631.85,631.85,631.85,58.32,87.11,16.4,13.32,0.514,0.2036,27.74
2295.0,0.44,10000.0,2568.72,149.35,631.68,631.68,631.68,631.68,631.68,58.3,87.09,16.39,13.32,0.514,0.2033,27.74
2296.0,0.44,10000.0,2567.1,149.32,631.5,631.5,631.5,631.5,631.5,58.28,87.08,16.38,13.32,0.514,0.203,27.73
2297.0,0.43,10000.0,2565.49,149.28,631.33,631.33,631.33,631.33,631.33,58.26,87.06,16.37,13.32,0.514,0.2028,27.73
2298.0,0.43,10000.0,2563.88,149.25,631.16,631.16,631.16,631.16,631.16,58.24,87.04,16.36,13.32,0.514,0.2025,27.73
2299.0,0.43,10000.0,2562.26,149.22,630.98,630.98,630.98,630.98,630.98,58.22,87.03,16.35,13.32,0.514,0.2022,27.73
2300.0,0.43,10000.0,2560.65,149.18,630.81,630.81,630.81,630.81,630.81,58.2,87.01,16.35,13.31,0.514,0.2019,27.72
2301.0,0.43,10000.0,2559.04,149.15,630.64,630.64,630.64,630.64,630.64,58.18,86.99,16.34,13.31,0.514,0.2016,27.72
2302.0,0.43,10000.0,2557.42,149.12,630.46,630.46,630.46,630.46,630.46,58.16,86.98,16.33,13.31,0.5139,0.2013,27.72
2303.0,0.43,10000.0,2555.81,149.08,630.29,630.29,630.29,630.29,630.29,58.14,86.96,16.32,13.31,0.5139,0.2011,27.72
2304.0,0.43,10000.0,2554.2,149.05,630.12,630.12,630.12,630.12,630.12,58.12,86.94,16.31,13.31,0.5139,0.2008,27.72
2305.0,0.43,10000.0,2552.58,149.02,629.94,629.94,629.94,629.94,629.94,58.1,86.93,16.3,13.31,0.5139,0.2005,27.71
2306.0,0.43,10000.0,2550.97,148.98,629.77,629.77,629.77,629.77,629.77,58.09,86.91,16.3,13.31,0.5139,0.2002,27.71
2307.0,0.43,10000.0,2549.36,148.95,629.6,629.6,629.6,629.6,629.6,58.07,86.89,16.29,13.31,0.5139,0.1999,27.71
2308.0,0.43,10000.0,2547.74,148.92,629.42,629.42,629.42,629.42,629.42,58.05,86.88,16.28,13.31,0.5139,0.1997,27.71
2309.0,0.43,10000.0,2546.13,148.88,629.25,629.25,629.25,629.25,629.25,58.03,86.86,16.27,13.31,0.5139,0.1994,27.7
2310.0,0.43,10000.0,2544.52,148.85,629.08,629.08,629.08,629.08,629.08,58.01,86.84,16.26,13.31,0.5139,0.1991,27.7
2311.0,0.43,10000.0,2542.9,148.82,628.9,628.9,628.9,628.9,628.9,57.99,86.83,16.25,13.3,0.5139,0.1988,27.7
2312.0,0.43,10000.0,2541.29,148.78,628.73,628.73,628.73,628.73,628.73,57.97,86.81,16.25,13.3,0.5139,0.1985,27.7
2313.0,0.43,10000.0,2539.68,148.75,628.56,628.56,628.56,628.56,628.56,57.95,86.79,16.24,13.3,0.5139,0.1982,27.69
